Mar-95,8.4264,8.4264,8.4264,8.4264,-0.06%
Feb-95,8.4311,8.4311,8.4311,8.4311,-0.09%
Jan-95,8.4384,8.4384,8.4384,8.4384,-0.09%
Dec-94,8.4462,8.4462,8.4462,8.4462,-0.74%
Nov-94,8.509,8.509,8.509,8.509,-0.20%
Oct-94,8.526,8.526,8.526,8.526,-0.05%
Sep-94,8.53,8.53,8.53,8.53,-0.34%
Aug-94,8.5591,8.5591,8.5591,8.5591,-0.70%
Jul-94,8.6197,8.6197,8.6197,8.6197,-0.37%
Jun-94,8.6517,8.6517,8.6517,8.6517,-0.09%
May-94,8.6596,8.6596,8.6596,8.6596,-0.55%
Apr-94,8.7072,8.7072,8.7072,8.7072,-0.01%
Mar-94,8.708,8.708,8.708,8.708,0.03%
Feb-94,8.7055,8.7055,8.7055,8.7055,0.06%
Jan-94,8.7,8.7,8.7,8.7,50.00%
Dec-93,5.8,5.8,5.8,5.8,-0.21%
Nov-93,5.8122,5.8122,5.8122,5.8122,0.31%
Oct-93,5.7941,5.7941,5.7941,5.7941,0.13%
Sep-93,5.7868,5.7868,5.7868,5.7868,-0.03%
Aug-93,5.7883,5.7883,5.7883,5.7883,0.47%
Jul-93,5.7612,5.7612,5.7612,5.7612,0.00%
Jun-93,5.7612,5.7612,5.7612,5.7612,0.56%
May-93,5.729,5.729,5.729,5.729,0.36%
Apr-93,5.7084,5.7084,5.7084,5.7084,-0.19%
Mar-93,5.719,5.719,5.719,5.719,-0.37%
Feb-93,5.7402,5.7402,5.7402,5.7402,-0.60%
Jan-93,5.775,5.775,5.775,5.775,0.40%
Dec-92,5.7518,5.7518,5.7518,5.7518,0.56%
Nov-92,5.7198,5.7198,5.7198,5.7198,3.01%
Oct-92,5.5525,5.5525,5.5525,5.5525,0.95%
Sep-92,5.5002,5.5002,5.5002,5.5002,1.73%
Aug-92,5.4064,5.4064,5.4064,5.4064,-0.25%
Jul-92,5.42,5.42,5.42,5.42,-0.77%
Jun-92,5.4621,5.4621,5.4621,5.4621,-0.53%
May-92,5.4911,5.4911,5.4911,5.4911,-0.34%
Apr-92,5.5101,5.5101,5.5101,5.5101,0.78%
Mar-92,5.4675,5.4675,5.4675,5.4675,-0.03%
Feb-92,5.4693,5.4693,5.4693,5.4693,0.01%
Jan-92,5.4686,5.4686,5.4686,5.4686,0.38%
Dec-91,5.4478,5.4478,5.4478,5.4478,0.67%
Nov-91,5.4115,5.4115,5.4115,5.4115,0.32%
Oct-91,5.3944,5.3944,5.3944,5.3944,0.08%
Sep-91,5.3899,5.3899,5.3899,5.3899,0.07%
Aug-91,5.3862,5.3862,5.3862,5.3862,0.48%
Jul-91,5.3605,5.3605,5.3605,5.3605,-0.16%
Jun-91,5.369,5.369,5.369,5.369,0.37%
May-91,5.349,5.349,5.349,5.349,0.86%
Apr-91,5.3036,5.3036,5.3036,5.3036,1.31%
Mar-91,5.2352,5.2352,5.2352,5.2352,0.00%
Feb-91,5.2352,5.2352,5.2352,5.2352,0.00%
Jan-91,5.2352,5.2352,5.2352,5.2352,0.00%
Dec-90,5.2352,5.2352,5.2352,5.2352,0.00%
Nov-90,5.2352,5.2352,5.2352,5.2352,10.59%
Oct-90,4.7339,4.7339,4.7339,4.7339,0.00%
Sep-90,4.7339,4.7339,4.7339,4.7339,0.00%
Aug-90,4.7339,4.7339,4.7339,4.7339,0.00%
Jul-90,4.7339,4.7339,4.7339,4.7339,0.00%
Jun-90,4.7339,4.7339,4.7339,4.7339,0.00%
May-90,4.7339,4.7339,4.7339,4.7339,0.00%
Apr-90,4.7339,4.7339,4.7339,4.7339,0.00%
Mar-90,4.7339,4.7339,4.7339,4.7339,0.00%
Feb-90,4.7339,4.7339,4.7339,4.7339,0.00%
Jan-90,4.7339,4.7339,4.7339,4.7339,0.00%
Dec-89,4.7339,4.7339,4.7339,4.7339,26.87%
Nov-89,3.7314,3.7314,3.7314,3.7314,0.00%
Oct-89,3.7314,3.7314,3.7314,3.7314,0.00%
Sep-89,3.7314,3.7314,3.7314,3.7314,0.00%
Aug-89,3.7314,3.7314,3.7314,3.7314,0.00%
Jul-89,3.7314,3.7314,3.7314,3.7314,0.00%
Jun-89,3.7314,3.7314,3.7314,3.7314,0.00%
May-89,3.7314,3.7314,3.7314,3.7314,0.00%
Apr-89,3.7314,3.7314,3.7314,3.7314,0.00%
Mar-89,3.7314,3.7314,3.7314,3.7314,0.00%
Feb-89,3.7314,3.7314,3.7314,3.7314,0.00%
Jan-89,3.7314,3.7314,3.7314,3.7314,0.00%
Dec-88,3.7314,3.7314,3.7314,3.7314,0.00%
Nov-88,3.7314,3.7314,3.7314,3.7314,0.00%
Oct-88,3.7314,3.7314,3.7314,3.7314,0.00%
Sep-88,3.7314,3.7314,3.7314,3.7314,0.00%
Aug-88,3.7314,3.7314,3.7314,3.7314,0.00%
Jul-88,3.7314,3.7314,3.7314,3.7314,0.00%
Jun-88,3.7314,3.7314,3.7314,3.7314,0.00%
May-88,3.7314,3.7314,3.7314,3.7314,0.00%
Apr-88,3.7314,3.7314,3.7314,3.7314,0.00%
Mar-88,3.7314,3.7314,3.7314,3.7314,0.00%
Feb-88,3.7314,3.7314,3.7314,3.7314,0.00%
Jan-88,3.7314,3.7314,3.7314,3.7314,0.00%
Dec-87,3.7314,3.7314,3.7314,3.7314,0.00%
Nov-87,3.7314,3.7314,3.7314,3.7314,0.00%
Oct-87,3.7314,3.7314,3.7314,3.7314,0.00%
Sep-87,3.7314,3.7314,3.7314,3.7314,0.00%
Aug-87,3.7314,3.7314,3.7314,3.7314,0.00%
Jul-87,3.7314,3.7314,3.7314,3.7314,0.00%
Jun-87,3.7314,3.7314,3.7314,3.7314,0.00%
May-87,3.7314,3.7314,3.7314,3.7314,0.00%
Apr-87,3.7314,3.7314,3.7314,3.7314,0.00%
Mar-87,3.7314,3.7314,3.7314,3.7314,0.00%
Feb-87,3.7314,3.7314,3.7314,3.7314,0.00%
Jan-87,3.7314,3.7314,3.7314,3.7314,0.00%
Dec-86,3.7314,3.7314,3.7314,3.7314,0.00%
Nov-86,3.7314,3.7314,3.7314,3.7314,0.00%
Oct-86,3.7314,3.7314,3.7314,3.7314,0.20%
Sep-86,3.724,3.724,3.724,3.724,0.30%
Aug-86,3.7129,3.7129,3.7129,3.7129,0.00%
Jul-86,3.7129,3.7129,3.7129,3.7129,15.80%
Jun-86,3.2063,3.2063,3.2063,3.2063,-0.40%
May-86,3.2191,3.2191,3.2191,3.2191,0.60%
Apr-86,3.1999,3.1999,3.1999,3.1999,-0.90%
Mar-86,3.2288,3.2288,3.2288,3.2288,0.40%
Feb-86,3.2159,3.2159,3.2159,3.2159,0.20%
Jan-86,3.2095,3.2095,3.2095,3.2095,0.00%
Dec-85,3.2095,3.2095,3.2095,3.2095,0.00%
Nov-85,3.2095,3.2095,3.2095,3.2095,0.00%
Oct-85,3.2095,3.2095,3.2095,3.2095,7.86%
Sep-85,2.9755,2.9755,2.9755,2.9755,2.01%
Aug-85,2.9168,2.9168,2.9168,2.9168,1.10%
Jul-85,2.885,2.885,2.885,2.885,0.00%
Jun-85,2.8851,2.8851,2.8851,2.8851,1.20%
May-85,2.8508,2.8508,2.8508,2.8508,-0.30%
Apr-85,2.8593,2.8593,2.8593,2.8593,1.15%
Mar-85,2.8269,2.8269,2.8269,2.8269,-0.52%
Feb-85,2.8417,2.8417,2.8417,2.8417,0.89%
Jan-85,2.8167,2.8167,2.8167,2.8167,0.50%
Dec-84,2.8027,2.8027,2.8027,2.8027,0.26%
Nov-84,2.7953,2.7953,2.7953,2.7953,5.62%
Oct-84,2.6466,2.6466,2.6466,2.6466,2.80%
Sep-84,2.5746,2.5746,2.5746,2.5746,6.41%
Aug-84,2.4196,2.4196,2.4196,2.4196,3.52%
Jul-84,2.3374,2.3374,2.3374,2.3374,3.75%
Jun-84,2.2529,2.2529,2.2529,2.2529,1.61%
May-84,2.2173,2.2173,2.2173,2.2173,3.96%
Apr-84,2.1329,2.1329,2.1329,2.1329,3.34%
Mar-84,2.0639,2.0639,2.0639,2.0639,0.58%
Feb-84,2.0519,2.0519,2.0519,2.0519,-1.30%
Jan-84,2.079,2.079,2.079,2.079,4.69%
Dec-83,1.9859,1.9859,1.9859,1.9859,-0.41%
Nov-83,1.994,1.994,1.994,1.994,0.50%
Oct-83,1.984,1.984,1.984,1.984,0.19%
Sep-83,1.9802,1.9802,1.9802,1.9802,-0.50%
Aug-83,1.9902,1.9902,1.9902,1.9902,-0.42%
Jul-83,1.9985,1.9985,1.9985,1.9985,0.49%
Jun-83,1.9888,1.9888,1.9888,1.9888,-0.51%
May-83,1.9989,1.9989,1.9989,1.9989,0.40%
Apr-83,1.9909,1.9909,1.9909,1.9909,-0.41%
Mar-83,1.9991,1.9991,1.9991,1.9991,1.29%
Feb-83,1.9736,1.9736,1.9736,1.9736,1.40%
Jan-83,1.9464,1.9464,1.9464,1.9464,0.98%
Dec-82,1.9275,1.9275,1.9275,1.9275,-3.17%
Nov-82,1.9906,1.9906,1.9906,1.9906,-0.70%
Oct-82,2.0046,2.0046,2.0046,2.0046,1.59%
Sep-82,1.9733,1.9733,1.9733,1.9733,1.19%
Aug-82,1.9501,1.9501,1.9501,1.9501,0.98%
Jul-82,1.9312,1.9312,1.9312,1.9312,-0.24%
Jun-82,1.9358,1.9358,1.9358,1.9358,5.60%
May-82,1.8331,1.8331,1.8331,1.8331,-0.01%
Apr-82,1.8333,1.8333,1.8333,1.8333,-2.08%
Mar-82,1.8722,1.8722,1.8722,1.8722,2.00%
Feb-82,1.8355,1.8355,1.8355,1.8355,2.11%
Jan-82,1.7975,1.7975,1.7975,1.7975,2.72%
Dec-81,1.7499,1.7499,1.7499,1.7499,1.91%
Nov-81,1.7171,1.7171,1.7171,1.7171,-2.87%
Oct-81,1.7678,1.7678,1.7678,1.7678,-0.23%
Sep-81,1.7719,1.7719,1.7719,1.7719,-0.05%
Aug-81,1.7727,1.7727,1.7727,1.7727,-0.66%
Jul-81,1.7845,1.7845,1.7845,1.7845,1.91%
Jun-81,1.7511,1.7511,1.7511,1.7511,0.18%
May-81,1.748,1.748,1.748,1.748,3.54%
Apr-81,1.6882,1.6882,1.6882,1.6882,4.44%
Mar-81,1.6165,1.6165,1.6165,1.6165,-0.09%
Feb-81,1.6179,1.6179,1.6179,1.6179,1.84%
