2015,2015091000,PIT,1,1,PIT,NE,1,0,NA,NA,Run,NA,None,0,NA,0,NA,0,tackle,NA,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,PIT,1,1,PIT,NE,1,0,NA,NA,Pass,B.Roethlisberger,00-0022924,1,Short,-4,right,0,NA,A.Brown,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,PIT,1,2,PIT,NE,1,0,NA,NA,Run,NA,None,0,NA,0,NA,0,guard,NA,M.Brown,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,1,1,PIT,NE,1,0,NA,NA,Pass,B.Roethlisberger,00-0022924,1,Short,9,right,0,NA,H.Miller,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,1,1,PIT,NE,1,0,NA,NA,Run,NA,None,0,NA,0,NA,0,guard,NA,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,1,1,PIT,NE,1,0,NA,NA,Sack,NA,00-0027793,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,1,2,PIT,NE,1,0,NA,NA,Run,NA,None,0,NA,0,NA,0,guard,NA,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,1,3,PIT,NE,1,0,NA,NA,Pass,B.Roethlisberger,00-0022924,1,Short,1,right,0,NA,H.Miller,M.Butler,NA,NA,NA,0,0,0,NE
2015,2015091000,NE,2,1,NE,PIT,1,0,NA,NA,Pass,T.Brady,00-0019596,1,Short,6,left,0,NA,D.Lewis,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,PIT,2,2,NE,PIT,1,0,NA,NA,Pass,T.Brady,00-0019596,1,Deep,25,right,0,NA,D.Amendola,NA,NA,NA,NA,0,0,0,NE
2015,2015091000,PIT,2,3,NE,PIT,1,0,NA,NA,Sack,NA,00-0019596,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NE
